Well,Well Position,Cycle,Target Name,Rn,Delta Rn 1,Ratio,Delta Rn 2,Ratio 2,Delta Rn 3,Ratio 3,Avg Delta Rn,DRn Error,Ratio Avg,Ratio Error
13,B1,4,Target 1,"366,853.313","34,607.234",,,,,,,,,
13,B1,5,Target 1,"376,656.250","44,410.172",,,,,,,,,
13,B1,6,Target 1,"384,441.625","52,195.547",,,,,,,,,
13,B1,7,Target 1,"392,126.875","59,880.797",,,,,,,,,
13,B1,8,Target 1,"399,184.813","66,938.734",,,,,,,,,
13,B1,9,Target 1,"406,666.406","74,420.328",,,,,,,,,
13,B1,10,Target 1,"415,707.906","83,461.828",,,,,,,,,
13,B1,11,Target 1,"427,758.094","95,512.016",,,,,,,,,
13,B1,12,Target 1,"446,297.250","114,051.172",,,,,,,,,
13,B1,13,Target 1,"477,941.500","145,695.422",,,,,,,,,
13,B1,14,Target 1,"533,049.563","200,803.484",,,,,,,,,
13,B1,15,Target 1,"629,943.188","297,697.125",,,,,,,,,
13,B1,16,Target 1,"791,515.563","459,269.500",,,,,,,,,
13,B1,17,Target 1,"1,029,828.625","697,582.563",,,,,,,,,
13,B1,18,Target 1,"1,313,214.500","980,968.438",,,,,,,,,
13,B1,19,Target 1,"1,546,644.250","1,214,398.125",,,,,,,,,
13,B1,20,Target 1,"1,628,412.125","1,296,166.000",,,,,,,,,
13,B1,21,Target 1,"1,581,582.125","1,249,336.000",,,,,,,,,
13,B1,22,Target 1,"1,547,299.875","1,215,053.750",,,,,,,,,
13,B1,23,Target 1,"1,538,981.375","1,206,735.250",,,,,,,,,
13,B1,24,Target 1,"1,537,889.125","1,205,643.000",,,,,,,,,
13,B1,25,Target 1,"1,543,358.500","1,211,112.375",,,,,,,,,
13,B1,26,Target 1,"1,546,210.375","1,213,964.250",,,,,,,,,
13,B1,27,Target 1,"1,547,197.375","1,214,951.250",,,,,,,,,
13,B1,28,Target 1,"1,551,731.000","1,219,484.875",,,,,,,,,
13,B1,29,Target 1,"1,554,129.000","1,221,882.875",,,,,,,,,
13,B1,30,Target 1,"1,555,434.875","1,223,188.750",,,,,,,,,
14,B2,1,Target 1,"256,404.250","-4,414.516",,,,,,,,,
14,B2,2,Target 1,"265,233.281","4,414.516",,,,,,,,,
14,B2,3,Target 1,"282,200.063","21,381.297",,,,,,,,,
14,B2,4,Target 1,"293,070.313","32,251.547",,,,,,,,,
14,B2,5,Target 1,"300,957.625","40,138.859",,,,,,,,,
14,B2,6,Target 1,"308,695.156","47,876.391",,,,,,,,,
14,B2,7,Target 1,"316,452.469","55,633.703",,,,,,,,,
14,B2,8,Target 1,"325,727.938","64,909.172",,,,,,,,,
14,B2,9,Target 1,"339,128.719","78,309.953",,,,,,,,,
14,B2,10,Target 1,"359,998.438","99,179.672",,,,,,,,,
14,B2,11,Target 1,"395,442.250","134,623.484",,,,,,,,,
14,B2,12,Target 1,"455,977.000","195,158.234",,,,,,,,,
14,B2,13,Target 1,"561,010.875","300,192.125",,,,,,,,,
14,B2,14,Target 1,"731,432.438","470,613.688",,,,,,,,,
14,B2,15,Target 1,"970,734.875","709,916.125",,,,,,,,,
14,B2,16,Target 1,"1,235,116.875","974,298.125",,,,,,,,,
14,B2,17,Target 1,"1,458,989.125","1,198,170.375",,,,,,,,,
14,B2,18,Target 1,"1,557,701.375","1,296,882.625",,,,,,,,,
14,B2,19,Target 1,"1,541,404.875","1,280,586.125",,,,,,,,,
14,B2,20,Target 1,"1,515,425.000","1,254,606.250",,,,,,,,,
14,B2,21,Target 1,"1,507,341.750","1,246,523.000",,,,,,,,,
14,B2,22,Target 1,"1,504,457.500","1,243,638.750",,,,,,,,,
14,B2,23,Target 1,"1,502,958.375","1,242,139.625",,,,,,,,,
14,B2,24,Target 1,"1,497,447.500","1,236,628.750",,,,,,,,,
14,B2,25,Target 1,"1,494,298.375","1,233,479.625",,,,,,,,,
14,B2,26,Target 1,"1,498,859.125","1,238,040.375",,,,,,,,,
14,B2,27,Target 1,"1,504,895.375","1,244,076.625",,,,,,,,,
14,B2,28,Target 1,"1,508,979.625","1,248,160.875",,,,,,,,,
14,B2,29,Target 1,"1,513,750.750","1,252,932.000",,,,,,,,,
14,B2,30,Target 1,"1,517,371.875","1,256,553.125",,,,,,,,,
15,B3,1,Target 1,"316,103.719","-4,724.781",,,,,,,,,
15,B3,2,Target 1,"325,553.281","4,724.781",,,,,,,,,
15,B3,3,Target 1,"339,388.969","18,560.469",,,,,,,,,
15,B3,4,Target 1,"350,536.000","29,707.500",,,,,,,,,
15,B3,5,Target 1,"359,563.563","38,735.063",,,,,,,,,
15,B3,6,Target 1,"367,191.625","46,363.125",,,,,,,,,
15,B3,7,Target 1,"375,468.750","54,640.250",,,,,,,,,
15,B3,8,Target 1,"383,447.219","62,618.719",,,,,,,,,
15,B3,9,Target 1,"393,775.625","72,947.125",,,,,,,,,
15,B3,10,Target 1,"407,494.938","86,666.438",,,,,,,,,
15,B3,11,Target 1,"428,102.844","107,274.344",,,,,,,,,
15,B3,12,Target 1,"462,723.031","141,894.531",,,,,,,,,
15,B3,13,Target 1,"524,077.906","203,249.406",,,,,,,,,
15,B3,14,Target 1,"631,357.250","310,528.750",,,,,,,,,
15,B3,15,Target 1,"806,949.438","486,120.938",,,,,,,,,
15,B3,16,Target 1,"1,057,996.375","737,167.875",,,,,,,,,
15,B3,17,Target 1,"1,341,379.875","1,020,551.375",,,,,,,,,
15,B3,18,Target 1,"1,573,689.375","1,252,860.875",,,,,,,,,
15,B3,19,Target 1,"1,674,112.250","1,353,283.750",,,,,,,,,
15,B3,20,Target 1,"1,639,304.500","1,318,476.000",,,,,,,,,
15,B3,21,Target 1,"1,595,668.375","1,274,839.875",,,,,,,,,
15,B3,22,Target 1,"1,577,875.125","1,257,046.625",,,,,,,,,
15,B3,23,Target 1,"1,571,751.375","1,250,922.875",,,,,,,,,
15,B3,24,Target 1,"1,567,309.125","1,246,480.625",,,,,,,,,
15,B3,25,Target 1,"1,563,652.375","1,242,823.875",,,,,,,,,
15,B3,26,Target 1,"1,562,273.500","1,241,445.000",,,,,,,,,
15,B3,27,Target 1,"1,560,108.625","1,239,280.125",,,,,,,,,
15,B3,28,Target 1,"1,558,707.125","1,237,878.625",,,,,,,,,
15,B3,29,Target 1,"1,558,447.000","1,237,618.500",,,,,,,,,
15,B3,30,Target 1,"1,559,838.625","1,239,010.125",,,,,,,,,
16,B4,1,Target 1,"221,869.516","-3,886.352",,,,,,,,,
16,B4,2,Target 1,"229,642.219","3,886.352",,,,,,,,,
16,B4,3,Target 1,"242,691.797","16,935.930",,,,,,,,,
16,B4,4,Target 1,"252,467.859","26,711.992",,,,,,,,,
16,B4,5,Target 1,"260,538.109","34,782.242",,,,,,,,,
16,B4,6,Target 1,"267,637.000","41,881.133",,,,,,,,,
16,B4,7,Target 1,"274,988.875","49,233.008",,,,,,,,,
16,B4,8,Target 1,"283,580.906","57,825.039",,,,,,,,,
16,B4,9,Target 1,"294,777.250","69,021.383",,,,,,,,,
16,B4,10,Target 1,"309,994.781","84,238.914",,,,,,,,,
16,B4,11,Target 1,"334,975.531","109,219.664",,,,,,,,,
16,B4,12,Target 1,"379,407.938","153,652.063",,,,,,,,,
16,B4,13,Target 1,"457,505.281","231,749.406",,,,,,,,,
16,B4,14,Target 1,"592,259.125","366,503.250",,,,,,,,,
16,B4,15,Target 1,"802,853.875","577,098.000",,,,,,,,,
16,B4,16,Target 1,"1,076,513.750","850,757.875",,,,,,,,,
16,B4,17,Target 1,"1,352,681.625","1,126,925.750",,,,,,,,,
16,B4,18,Target 1,"1,518,687.625","1,292,931.750",,,,,,,,,
16,B4,19,Target 1,"1,512,749.500","1,286,993.625",,,,,,,,,
16,B4,20,Target 1,"1,470,572.875","1,244,817.000",,,,,,,,,
16,B4,21,Target 1,"1,451,554.750","1,225,798.875",,,,,,,,,
16,B4,22,Target 1,"1,445,639.250","1,219,883.375",,,,,,,,,
16,B4,23,Target 1,"1,443,082.000","1,217,326.125",,,,,,,,,
16,B4,24,Target 1,"1,442,426.875","1,216,671.000",,,,,,,,,
16,B4,25,Target 1,"1,444,519.625","1,218,763.750",,,,,,,,,
16,B4,26,Target 1,"1,447,898.750","1,222,142.875",,,,,,,,,
16,B4,27,Target 1,"1,448,093.125","1,222,337.250",,,,,,,,,
16,B4,28,Target 1,"1,447,677.625","1,221,921.750",,,,,,,,,
16,B4,29,Target 1,"1,448,146.125","1,222,390.250",,,,,,,,,
16,B4,30,Target 1,"1,448,214.875","1,222,459.000",,,,,,,,,
17,B5,1,Target 1,"173,362.859","-2,934.086",,,,,,,,,
17,B5,2,Target 1,"179,231.031","2,934.086",,,,,,,,,
17,B5,3,Target 1,"189,484.094","13,187.148",,,,,,,,,
17,B5,4,Target 1,"197,388.125","21,091.180",,,,,,,,,
17,B5,5,Target 1,"203,173.766","26,876.820",,,,,,,,,
17,B5,6,Target 1,"208,358.109","32,061.164",,,,,,,,,
17,B5,7,Target 1,"214,121.031","37,824.086",,,,,,,,,
17,B5,8,Target 1,"219,878.688","43,581.742",,,,,,,,,
17,B5,9,Target 1,"228,116.844","51,819.898",,,,,,,,,
17,B5,10,Target 1,"240,131.938","63,834.992",,,,,,,,,
17,B5,11,Target 1,"260,110.844","83,813.898",,,,,,,,,
17,B5,12,Target 1,"295,149.594","118,852.648",,,,,,,,,
17,B5,13,Target 1,"357,319.313","181,022.375",,,,,,,,,
17,B5,14,Target 1,"464,874.594","288,577.656",,,,,,,,,
17,B5,15,Target 1,"631,515.813","455,218.875",,,,,,,,,
17,B5,16,Target 1,"845,561.250","669,264.313",,,,,,,,,
17,B5,17,Target 1,"1,045,532.563","869,235.625",,,,,,,,,
17,B5,18,Target 1,"1,150,973.375","974,676.438",,,,,,,,,
17,B5,19,Target 1,"1,126,550.125","950,253.188",,,,,,,,,
17,B5,20,Target 1,"1,099,245.875","922,948.938",,,,,,,,,
17,B5,21,Target 1,"1,089,991.750","913,694.813",,,,,,,,,
17,B5,22,Target 1,"1,086,107.125","909,810.188",,,,,,,,,
17,B5,23,Target 1,"1,084,434.000","908,137.063",,,,,,,,,
17,B5,24,Target 1,"1,083,447.000","907,150.063",,,,,,,,,
17,B5,25,Target 1,"1,084,702.625","908,405.688",,,,,,,,,
17,B5,26,Target 1,"1,083,389.500","907,092.563",,,,,,,,,
17,B5,27,Target 1,"1,082,135.500","905,838.563",,,,,,,,,
17,B5,28,Target 1,"1,080,314.250","904,017.313",,,,,,,,,
17,B5,29,Target 1,"1,078,076.250","901,779.313",,,,,,,,,
17,B5,30,Target 1,"1,077,230.500","900,933.563",,,,,,,,,
18,B6,1,Target 1,"185,366.172","-3,136.055",,,,,,,,,
18,B6,2,Target 1,"191,638.281","3,136.055",,,,,,,,,
18,B6,3,Target 1,"203,121.766","14,619.539",,,,,,,,,
18,B6,4,Target 1,"211,931.094","23,428.867",,,,,,,,,
18,B6,5,Target 1,"219,299.922","30,797.695",,,,,,,,,
18,B6,6,Target 1,"225,817.000","37,314.773",,,,,,,,,
18,B6,7,Target 1,"232,824.859","44,322.633",,,,,,,,,
18,B6,8,Target 1,"239,973.734","51,471.508",,,,,,,,,
18,B6,9,Target 1,"249,314.375","60,812.148",,,,,,,,,
18,B6,10,Target 1,"263,183.781","74,681.555",,,,,,,,,
18,B6,11,Target 1,"285,691.594","97,189.367",,,,,,,,,
18,B6,12,Target 1,"324,657.375","136,155.156",,,,,,,,,
18,B6,13,Target 1,"394,234.813","205,732.594",,,,,,,,,
18,B6,14,Target 1,"515,180.000","326,677.781",,,,,,,,,
18,B6,15,Target 1,"704,955.125","516,452.906",,,,,,,,,
18,B6,16,Target 1,"953,563.938","765,061.688",,,,,,,,,
18,B6,17,Target 1,"1,209,199.625","1,020,697.375",,,,,,,,,
18,B6,18,Target 1,"1,356,772.250","1,168,270.000",,,,,,,,,
18,B6,19,Target 1,"1,321,126.625","1,132,624.375",,,,,,,,,
18,B6,20,Target 1,"1,285,123.375","1,096,621.125",,,,,,,,,
18,B6,21,Target 1,"1,276,509.375","1,088,007.125",,,,,,,,,
18,B6,22,Target 1,"1,273,634.625","1,085,132.375",,,,,,,,,
18,B6,23,Target 1,"1,275,509.125","1,087,006.875",,,,,,,,,
18,B6,24,Target 1,"1,276,996.750","1,088,494.500",,,,,,,,,
18,B6,25,Target 1,"1,279,496.750","1,090,994.500",,,,,,,,,
18,B6,26,Target 1,"1,279,028.000","1,090,525.750",,,,,,,,,
18,B6,27,Target 1,"1,280,249.375","1,091,747.125",,,,,,,,,
18,B6,28,Target 1,"1,279,858.625","1,091,356.375",,,,,,,,,
18,B6,29,Target 1,"1,280,498.125","1,091,995.875",,,,,,,,,
18,B6,30,Target 1,"1,280,531.000","1,092,028.750",,,,,,,,,
19,B7,1,Target 1,"172,550.359","-3,459.742",,,,,,,,,
19,B7,2,Target 1,"179,469.844","3,459.742",,,,,,,,,
19,B7,3,Target 1,"191,204.250","15,194.148",,,,,,,,,
19,B7,4,Target 1,"199,424.531","23,414.430",,,,,,,,,
19,B7,5,Target 1,"206,449.859","30,439.758",,,,,,,,,
19,B7,6,Target 1,"212,853.781","36,843.680",,,,,,,,,
19,B7,7,Target 1,"219,105.859","43,095.758",,,,,,,,,
19,B7,8,Target 1,"226,669.469","50,659.367",,,,,,,,,
19,B7,9,Target 1,"236,170.094","60,159.992",,,,,,,,,
19,B7,10,Target 1,"250,049.453","74,039.352",,,,,,,,,
19,B7,11,Target 1,"273,386.156","97,376.055",,,,,,,,,
19,B7,12,Target 1,"313,630.375","137,620.281",,,,,,,,,
19,B7,13,Target 1,"384,961.531","208,951.438",,,,,,,,,
19,B7,14,Target 1,"510,562.438","334,552.344",,,,,,,,,
19,B7,15,Target 1,"711,564.688","535,554.563",,,,,,,,,
19,B7,16,Target 1,"980,819.313","804,809.188",,,,,,,,,
19,B7,17,Target 1,"1,253,818.250","1,077,808.125",,,,,,,,,
19,B7,18,Target 1,"1,424,143.250","1,248,133.125",,,,,,,,,
19,B7,19,Target 1,"1,404,794.875","1,228,784.750",,,,,,,,,
19,B7,20,Target 1,"1,361,924.250","1,185,914.125",,,,,,,,,
19,B7,21,Target 1,"1,351,324.125","1,175,314.000",,,,,,,,,
19,B7,22,Target 1,"1,351,191.125","1,175,181.000",,,,,,,,,
19,B7,23,Target 1,"1,353,605.875","1,177,595.750",,,,,,,,,
19,B7,24,Target 1,"1,356,185.375","1,180,175.250",,,,,,,,,
19,B7,25,Target 1,"1,362,644.375","1,186,634.250",,,,,,,,,
19,B7,26,Target 1,"1,367,167.750","1,191,157.625",,,,,,,,,
19,B7,27,Target 1,"1,368,459.750","1,192,449.625",,,,,,,,,
19,B7,28,Target 1,"1,370,549.125","1,194,539.000",,,,,,,,,
19,B7,29,Target 1,"1,374,152.250","1,198,142.125",,,,,,,,,
19,B7,30,Target 1,"1,377,066.750","1,201,056.625",,,,,,,,,
20,B8,1,Target 1,"221,191.563","-3,743.258",,,,,,,,,
20,B8,2,Target 1,"228,678.078","3,743.258",,,,,,,,,
20,B8,3,Target 1,"242,030.031","17,095.211",,,,,,,,,
20,B8,4,Target 1,"252,522.422","27,587.602",,,,,,,,,
20,B8,5,Target 1,"261,656.422","36,721.602",,,,,,,,,
20,B8,6,Target 1,"269,279.719","44,344.898",,,,,,,,,
20,B8,7,Target 1,"277,218.031","52,283.211",,,,,,,,,
20,B8,8,Target 1,"285,772.031","60,837.211",,,,,,,,,
20,B8,9,Target 1,"297,789.719","72,854.898",,,,,,,,,
20,B8,10,Target 1,"314,683.125","89,748.305",,,,,,,,,
20,B8,11,Target 1,"342,795.469","117,860.648",,,,,,,,,
20,B8,12,Target 1,"391,467.844","166,533.031",,,,,,,,,
20,B8,13,Target 1,"477,563.281","252,628.469",,,,,,,,,
20,B8,14,Target 1,"625,057.250","400,122.438",,,,,,,,,
20,B8,15,Target 1,"850,871.438","625,936.625",,,,,,,,,
20,B8,16,Target 1,"1,135,070.625","910,135.813",,,,,,,,,
20,B8,17,Target 1,"1,406,576.375","1,181,641.500",,,,,,,,,
20,B8,18,Target 1,"1,531,902.750","1,306,967.875",,,,,,,,,
20,B8,19,Target 1,"1,480,612.000","1,255,677.125",,,,,,,,,
20,B8,20,Target 1,"1,438,059.375","1,213,124.500",,,,,,,,,
20,B8,21,Target 1,"1,428,207.750","1,203,272.875",,,,,,,,,
20,B8,22,Target 1,"1,424,194.875","1,199,260.000",,,,,,,,,
20,B8,23,Target 1,"1,421,742.750","1,196,807.875",,,,,,,,,
20,B8,24,Target 1,"1,421,237.375","1,196,302.500",,,,,,,,,
20,B8,25,Target 1,"1,423,772.125","1,198,837.250",,,,,,,,,
20,B8,26,Target 1,"1,425,033.250","1,200,098.375",,,,,,,,,
20,B8,27,Target 1,"1,423,003.875","1,198,069.000",,,,,,,,,
20,B8,28,Target 1,"1,422,252.875","1,197,318.000",,,,,,,,,
20,B8,29,Target 1,"1,422,658.625","1,197,723.750",,,,,,,,,
20,B8,30,Target 1,"1,423,691.375","1,198,756.500",,,,,,,,,
21,B9,1,Target 1,"233,489.578","-3,279.844",,,,,,,,,
21,B9,2,Target 1,"240,049.266","3,279.844",,,,,,,,,
21,B9,3,Target 1,"252,113.734","15,344.313",,,,,,,,,
21,B9,4,Target 1,"260,999.016","24,229.594",,,,,,,,,
21,B9,5,Target 1,"268,510.875","31,741.453",,,,,,,,,
21,B9,6,Target 1,"275,139.406","38,369.984",,,,,,,,,
21,B9,7,Target 1,"282,819.438","46,050.016",,,,,,,,,
21,B9,8,Target 1,"291,191.906","54,422.484",,,,,,,,,
21,B9,9,Target 1,"301,664.969","64,895.547",,,,,,,,,
21,B9,10,Target 1,"316,410.813","79,641.391",,,,,,,,,
21,B9,11,Target 1,"341,281.813","104,512.391",,,,,,,,,
21,B9,12,Target 1,"384,597.781","147,828.359",,,,,,,,,
21,B9,13,Target 1,"461,707.938","224,938.516",,,,,,,,,
21,B9,14,Target 1,"595,907.375","359,137.938",,,,,,,,,
21,B9,15,Target 1,"810,029.125","573,259.688",,,,,,,,,
21,B9,16,Target 1,"1,096,245.875","859,476.438",,,,,,,,,
21,B9,17,Target 1,"1,383,781.750","1,147,012.375",,,,,,,,,
21,B9,18,Target 1,"1,554,996.250","1,318,226.875",,,,,,,,,
21,B9,19,Target 1,"1,518,439.875","1,281,670.500",,,,,,,,,
21,B9,20,Target 1,"1,471,674.750","1,234,905.375",,,,,,,,,
21,B9,21,Target 1,"1,457,594.125","1,220,824.750",,,,,,,,,
21,B9,22,Target 1,"1,453,430.000","1,216,660.625",,,,,,,,,
21,B9,23,Target 1,"1,453,528.000","1,216,758.625",,,,,,,,,
21,B9,24,Target 1,"1,453,150.125","1,216,380.750",,,,,,,,,
21,B9,25,Target 1,"1,455,070.375","1,218,301.000",,,,,,,,,
21,B9,26,Target 1,"1,454,844.625","1,218,075.250",,,,,,,,,
21,B9,27,Target 1,"1,456,355.625","1,219,586.250",,,,,,,,,
21,B9,28,Target 1,"1,457,411.375","1,220,642.000",,,,,,,,,
21,B9,29,Target 1,"1,457,883.500","1,221,114.125",,,,,,,,,
21,B9,30,Target 1,"1,455,234.000","1,218,464.625",,,,,,,,,
22,B10,1,Target 1,"300,704.281","-3,921.406",,,,,,,,,
22,B10,2,Target 1,"308,547.094","3,921.406",,,,,,,,,
22,B10,3,Target 1,"322,327.250","17,701.563",,,,,,,,,
22,B10,4,Target 1,"333,077.375","28,451.688",,,,,,,,,
22,B10,5,Target 1,"341,803.844","37,178.156",,,,,,,,,
22,B10,6,Target 1,"349,758.531","45,132.844",,,,,,,,,
22,B10,7,Target 1,"358,142.031","53,516.344",,,,,,,,,
22,B10,8,Target 1,"367,318.719","62,693.031",,,,,,,,,
22,B10,9,Target 1,"379,491.844","74,866.156",,,,,,,,,
22,B10,10,Target 1,"395,883.219","91,257.531",,,,,,,,,
22,B10,11,Target 1,"423,128.031","118,502.344",,,,,,,,,
22,B10,12,Target 1,"470,072.625","165,446.938",,,,,,,,,
22,B10,13,Target 1,"555,069.750","250,444.063",,,,,,,,,
22,B10,14,Target 1,"703,319.500","398,693.813",,,,,,,,,
22,B10,15,Target 1,"940,102.875","635,477.188",,,,,,,,,
22,B10,16,Target 1,"1,260,463.750","955,838.063",,,,,,,,,
22,B10,17,Target 1,"1,605,794.000","1,301,168.250",,,,,,,,,
22,B10,18,Target 1,"1,837,136.875","1,532,511.250",,,,,,,,,
22,B10,19,Target 1,"1,848,038.000","1,543,412.250",,,,,,,,,
22,B10,20,Target 1,"1,788,820.250","1,484,194.500",,,,,,,,,
22,B10,21,Target 1,"1,760,536.000","1,455,910.250",,,,,,,,,
22,B10,22,Target 1,"1,752,357.875","1,447,732.250",,,,,,,,,
22,B10,23,Target 1,"1,746,648.750","1,442,023.000",,,,,,,,,
22,B10,24,Target 1,"1,742,882.250","1,438,256.500",,,,,,,,,
22,B10,25,Target 1,"1,744,026.375","1,439,400.750",,,,,,,,,
22,B10,26,Target 1,"1,744,600.375","1,439,974.750",,,,,,,,,
22,B10,27,Target 1,"1,743,642.125","1,439,016.500",,,,,,,,,
22,B10,28,Target 1,"1,742,733.375","1,438,107.750",,,,,,,,,
22,B10,29,Target 1,"1,742,700.000","1,438,074.250",,,,,,,,,
22,B10,30,Target 1,"1,743,021.125","1,438,395.500",,,,,,,,,
23,B11,1,Target 1,"245,519.125",-370.742,,,,,,,,,
23,B11,2,Target 1,"246,260.609",370.742,,,,,,,,,
23,B11,3,Target 1,"255,982.531","10,092.664",,,,,,,,,
23,B11,4,Target 1,"266,745.781","20,855.914",,,,,,,,,
23,B11,5,Target 1,"274,942.375","29,052.508",,,,,,,,,
23,B11,6,Target 1,"282,348.000","36,458.133",,,,,,,,,
23,B11,7,Target 1,"289,331.750","43,441.883",,,,,,,,,
23,B11,8,Target 1,"296,947.344","51,057.477",,,,,,,,,
23,B11,9,Target 1,"309,200.313","63,310.445",,,,,,,,,
23,B11,10,Target 1,"327,179.031","81,289.164",,,,,,,,,
23,B11,11,Target 1,"355,611.094","109,721.227",,,,,,,,,
23,B11,12,Target 1,"403,355.813","157,465.938",,,,,,,,,
23,B11,13,Target 1,"486,777.781","240,887.906",,,,,,,,,
23,B11,14,Target 1,"630,747.875","384,858.000",,,,,,,,,
23,B11,15,Target 1,"855,061.750","609,171.875",,,,,,,,,
23,B11,16,Target 1,"1,146,183.250","900,293.375",,,,,,,,,
23,B11,17,Target 1,"1,426,270.625","1,180,380.750",,,,,,,,,
23,B11,18,Target 1,"1,589,939.250","1,344,049.375",,,,,,,,,
23,B11,19,Target 1,"1,565,129.000","1,319,239.125",,,,,,,,,
23,B11,20,Target 1,"1,507,107.375","1,261,217.500",,,,,,,,,
23,B11,21,Target 1,"1,484,477.625","1,238,587.750",,,,,,,,,
23,B11,22,Target 1,"1,478,407.500","1,232,517.625",,,,,,,,,
23,B11,23,Target 1,"1,475,897.500","1,230,007.625",,,,,,,,,
23,B11,24,Target 1,"1,475,454.125","1,229,564.250",,,,,,,,,
23,B11,25,Target 1,"1,478,220.625","1,232,330.750",,,,,,,,,
23,B11,26,Target 1,"1,477,618.875","1,231,729.000",,,,,,,,,
23,B11,27,Target 1,"1,476,657.750","1,230,767.875",,,,,,,,,
23,B11,28,Target 1,"1,475,541.500","1,229,651.625",,,,,,,,,
23,B11,29,Target 1,"1,475,927.750","1,230,037.875",,,,,,,,,
23,B11,30,Target 1,"1,478,358.750","1,232,468.875",,,,,,,,,
24,B12,1,Target 1,"233,108.422","-2,619.398",,,,,,,,,
24,B12,2,Target 1,"238,347.219","2,619.398",,,,,,,,,
24,B12,3,Target 1,"247,014.438","11,286.617",,,,,,,,,
24,B12,4,Target 1,"253,682.156","17,954.336",,,,,,,,,
24,B12,5,Target 1,"258,971.547","23,243.727",,,,,,,,,
24,B12,6,Target 1,"263,770.563","28,042.742",,,,,,,,,
24,B12,7,Target 1,"269,435.000","33,707.180",,,,,,,,,
24,B12,8,Target 1,"275,972.781","40,244.961",,,,,,,,,
24,B12,9,Target 1,"285,149.969","49,422.148",,,,,,,,,
24,B12,10,Target 1,"299,732.219","64,004.398",,,,,,,,,
24,B12,11,Target 1,"325,527.813","89,799.992",,,,,,,,,
24,B12,12,Target 1,"372,128.375","136,400.563",,,,,,,,,
24,B12,13,Target 1,"456,124.844","220,397.031",,,,,,,,,
24,B12,14,Target 1,"602,889.500","367,161.688",,,,,,,,,
24,B12,15,Target 1,"836,452.188","600,724.375",,,,,,,,,
24,B12,16,Target 1,"1,146,901.250","911,173.438",,,,,,,,,
24,B12,17,Target 1,"1,456,337.250","1,220,609.375",,,,,,,,,
24,B12,18,Target 1,"1,646,934.125","1,411,206.250",,,,,,,,,
24,B12,19,Target 1,"1,640,905.250","1,405,177.375",,,,,,,,,
24,B12,20,Target 1,"1,588,646.500","1,352,918.625",,,,,,,,,
24,B12,21,Target 1,"1,570,765.250","1,335,037.375",,,,,,,,,
24,B12,22,Target 1,"1,562,387.250","1,326,659.375",,,,,,,,,
24,B12,23,Target 1,"1,557,271.375","1,321,543.500",,,,,,,,,
24,B12,24,Target 1,"1,554,025.000","1,318,297.125",,,,,,,,,
24,B12,25,Target 1,"1,550,801.250","1,315,073.375",,,,,,,,,
24,B12,26,Target 1,"1,546,620.125","1,310,892.250",,,,,,,,,
24,B12,27,Target 1,"1,541,880.875","1,306,153.000",,,,,,,,,
24,B12,28,Target 1,"1,537,065.125","1,301,337.250",,,,,,,,,
24,B12,29,Target 1,"1,532,588.250","1,296,860.375",,,,,,,,,
24,B12,30,Target 1,"1,529,302.375","1,293,574.500",,,,,,,,,
25,C1,1,Target 1,"662,767.500",,,,,,,,,,
25,C1,2,Target 1,"671,745.938",,,,,,,,,,
25,C1,3,Target 1,"687,236.125",,,,,,,,,,
25,C1,4,Target 1,"698,851.250",,,,,,,,,,
25,C1,5,Target 1,"707,994.688",,,,,,,,,,
25,C1,6,Target 1,"715,214.063",,,,,,,,,,
25,C1,7,Target 1,"722,327.375",,,,,,,,,,
25,C1,8,Target 1,"728,807.875",,,,,,,,,,
25,C1,9,Target 1,"735,665.563",,,,,,,,,,
25,C1,10,Target 1,"742,600.813",,,,,,,,,,
25,C1,11,Target 1,"751,185.375",,,,,,,,,,
25,C1,12,Target 1,"764,399.063",,,,,,,,,,
25,C1,13,Target 1,"784,532.375",,,,,,,,,,
25,C1,14,Target 1,"819,200.000",,,,,,,,,,
25,C1,15,Target 1,"881,975.188",,,,,,,,,,
25,C1,16,Target 1,"987,120.375",,,,,,,,,,
25,C1,17,Target 1,"1,148,531.375",,,,,,,,,,
25,C1,18,Target 1,"1,349,547.125",,,,,,,,,,
25,C1,19,Target 1,"1,538,242.750",,,,,,,,,,
25,C1,20,Target 1,"1,683,982.125",,,,,,,,,,
25,C1,21,Target 1,"1,771,265.500",,,,,,,,,,
25,C1,22,Target 1,"1,804,014.750",,,,,,,,,,
25,C1,23,Target 1,"1,799,776.500",,,,,,,,,,
25,C1,24,Target 1,"1,791,624.000",,,,,,,,,,
25,C1,25,Target 1,"1,785,522.125",,,,,,,,,,
25,C1,26,Target 1,"1,781,200.750",,,,,,,,,,
25,C1,27,Target 1,"1,779,629.500",,,,,,,,,,
25,C1,28,Target 1,"1,782,395.000",,,,,,,,,,
25,C1,29,Target 1,"1,781,766.375",,,,,,,,,,
25,C1,30,Target 1,"1,786,229.375",,,,,,,,,,
26,C2,1,Target 1,"435,363.406","-5,408.641",,,,,,,,,
26,C2,2,Target 1,"446,180.688","5,408.641",,,,,,,,,
26,C2,3,Target 1,"463,624.531","22,852.484",,,,,,,,,
26,C2,4,Target 1,"476,100.219","35,328.172",,,,,,,,,
26,C2,5,Target 1,"485,997.844","45,225.797",,,,,,,,,
